timestamp,open,high,low,close,volume,SMA_10,SMA_20,SMA_50,RSI_14,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,BBL_5_2.0,BBM_5_2.0,BBU_5_2.0,BBB_5_2.0,BBP_5_2.0,body_size,upper_wick,lower_wick,price_change,volume_change,target
2025-01-15 08:15:00,97351.93,97492.07,97162.98,97492.06,293.12,97200.64300000001,97164.305,96944.1582,61.40626555551491,125.68311095854733,25.711113351330326,99.971997607217,97172.81821599478,97392.68400000001,97612.54978400524,0.45150369611999364,0.7259924172594862,140.13000000000466,0.010000000009313226,188.9499999999971,140.13000000000466,-45.0,0
2025-01-15 08:30:00,97492.06,97533.49,97353.46,97391.2,298.58,97248.582,97179.6695,96962.87520000001,57.822576922979,128.17626224886044,22.563411713314736,105.6128505355457,97203.66226238458,97361.11,97518.55773761543,0.3234304490066405,0.5955555172011843,100.86000000000058,41.43000000000757,37.73999999999069,-100.86000000000058,5.4599999999999795,0
2025-01-15 08:45:00,97391.2,97391.2,97194.11,97211.76,186.97,97282.80799999999,97173.99299999999,96968.96220000001,52.00734251553108,114.35458576978999,6.993388187395425,107.36119758239457,97167.14454642196,97351.562,97535.97945357805,0.3788690182044487,0.12096320796218783,179.44000000000233,0.0,17.64999999999418,-179.44000000000233,-111.60999999999999,0
2025-01-15 09:00:00,97211.76,97367.78,97168.08,97334.5,249.39,97318.4,97175.87749999999,96983.8998,55.31757190242938,112.01367587001005,3.721982630092384,108.29169323991766,97175.10515383395,97356.29,97537.47484616603,0.3722098411228306,0.4398680395709671,122.74000000000524,33.279999999998836,43.679999999993015,122.74000000000524,62.41999999999999,0
2025-01-15 09:15:00,97334.5,97359.23,96909.5,96909.5,257.87,97298.074,97157.83,96991.7318,44.00061768718157,74.99998662238067,-26.633365294029602,101.63335191641028,96866.31838967734,97267.804,97669.28961032267,0.82552621486687,0.05377728268761037,425.0,24.729999999995925,0.0,-425.0,8.480000000000018,1
2025-01-15 09:30:00,96909.5,97063.72,96898.64,97063.72,355.23,97287.41,97149.474,97001.45640000001,48.1461818582893,57.44840687996475,-35.34795602915642,92.79636290912117,96828.69252387386,97182.13599999998,97535.5794761261,0.7273836338113043,0.33248240808138774,154.22000000000116,0.0,10.860000000000582,154.22000000000116,97.36000000000001,0
2025-01-15 09:45:00,97063.72,97063.72,96776.07,96828.96,337.15,97215.399,97130.9615,97007.5014,42.93560209515292,24.315193043250474,-54.784935892696566,79.10012893594704,96696.6404095989,97069.688,97442.73559040109,0.7686180888952613,0.1773494773935407,234.75999999999476,0.0,52.88999999999942,-234.75999999999476,-18.08000000000004,0
2025-01-15 10:00:00,96828.96,97013.06,96730.9,96910.16,388.91,97180.465,97132.90599999999,97016.63459999999,45.146874208716625,4.556519033940276,-59.63488792160541,64.19140695554569,96650.44979374121,97009.368,97368.2862062588,0.7399660747378405,0.3617958099226846,81.19999999999709,102.89999999999418,98.06000000001222,81.19999999999709,51.76000000000005,0
2025-01-15 10:15:00,96910.16,97107.78,96851.6,97081.51,197.52,97157.53,97137.841,97028.35299999999,49.58640789641143,2.693096160175628,-49.19864863629605,51.89174479647168,96763.38174815252,96958.76999999999,97154.15825184746,0.40303368503431125,0.8140925793630152,171.34999999999127,26.270000000004075,58.55999999999767,171.34999999999127,-191.39000000000001,0
2025-01-15 10:30:00,97081.51,97140.67,96990.63,97015.04,150.18,97123.841,97139.151,97037.9678,47.96465907732336,-4.099991232797038,-44.79338882341497,40.693397590617934,96787.56210803051,96979.878,97172.19389196948,0.39660988637144573,0.5914173021270029,66.47000000000116,59.16000000000349,24.40999999998894,-66.47000000000116,-47.34,0
